critic,fresh,imdb,publication,quote,review_date,rtid,title
Roger Ebert,rotten,0104868,Chicago Sun-Times,"It must be said that this movie is sweet and innocent, and that at a certain level it might appeal to younger kids. I doubt if its ambitions reach much beyond that.",2000-01-01,11032,The Mighty Ducks
Desson Thomson,rotten,0104868,Washington Post,"Those not yet wise to formulaic pablum are likely to enjoy this ice hockey kiddie ensemble comedy. But their older escorts might want to bring a novel and a flashlight, or a Walkman or portable television with earphones.",2000-01-01,11032,The Mighty Ducks
Rita Kempley,rotten,0104868,Washington Post,"Steven Brill, who has a small role in the film, constructed the screenplay much as one would put together some of those particleboard bookcases from Ikea.",2000-01-01,11032,The Mighty Ducks
,rotten,0104868,Entertainment Weekly,,1992-09-20,11032,The Mighty Ducks
Henry Sheehan,rotten,0104940,Hollywood Reporter,The fit between sentiment and satire is not always a comfortable one and the more dedicated fans of either the story or the Muppets may leave theaters dissatisfied.,2007-11-27,9409,The Muppet Christmas Carol
Variety Staff,fresh,0104940,Variety,Nothing can really diminish the late Jim Henson's irresistibly appealing characters.,2007-11-27,9409,The Muppet Christmas Carol
Jonathan Rosenbaum,rotten,0104940,Chicago Reader,This is the dullest and least successful adaptation of the Christmas chestnut I've ever seen.,2007-11-27,9409,The Muppet Christmas Carol
Derek Adams,fresh,0104940,Time Out,Good fun.,2006-06-24,9409,The Muppet Christmas Carol
Janet Maslin,fresh,0104940,New York Times,"There's no great show of wit or tunefulness here, and the ingenious cross-generational touches are fairly rare. But there is a lively kiddie version of the Dickens tale, one that very young viewers ought to understand.",2004-08-30,9409,The Muppet Christmas Carol
Roger Ebert,fresh,0104940,Chicago Sun-Times,"Like all the Muppet movies, this one is a musical, with original songs by Paul Williams (my favorite is the early chain-rattling duet by the Marley brothers). It could have done with a few more songs than it has.",2000-01-01,9409,The Muppet Christmas Carol
Desson Thomson,rotten,0104940,Washington Post,"The Muppet Christmas Carol isn't terrible, by any means. But it's resoundingly moderate, with merely passable songs by Paul Williams, and only occasional real laughter.",2000-01-01,9409,The Muppet Christmas Carol
Rita Kempley,rotten,0104940,Washington Post,"Neither drama nor comedy, it's safe stuff, and most un-Muppetlike. So much for great expectations.",2000-01-01,9409,The Muppet Christmas Carol
Michael Wilmington,rotten,0104990,Los Angeles Times,"Certain movies engage your affections so strongly that, even if they start to fall apart, you tend to keep rooting for them. That's pretty much the case with Newsies.",2013-05-20,10068,Newsies
Jonathan Rosenbaum,fresh,0104990,Chicago Reader,"A Disney musical with an undistinguished score, fair to middling choreography, and clunky direction that still manages to be entertaining in spots because of its story.",2013-05-20,10068,Newsies
John Hartl,fresh,0104990,Seattle Times,Bale and Menken are literally what make the movie sing.,2013-05-20,10068,Newsies
Carrie Rickey,fresh,0104990,Philadelphia Inquirer,"Despite Newsies' many flaws, it's bracing to see Disney attempt a PG movie about something as meaty as labor relations. Would that every strike be resolved with so little bloodshed and so many songs.",2013-05-20,10068,Newsies
Jay Boyar,fresh,0104990,Orlando Sentinel,Stop the presses! Newsies is the best live-action movie musical since Little Shop of Horrors.,2013-05-20,10068,Newsies
Gene Siskel,fresh,0104990,Chicago Tribune,An old-fashioned musical that is better when its characters sing and dance than when they talk.,2013-05-20,10068,Newsies
Dave Kehr,rotten,0104990,Chicago Tribune,"Though the cast is large, no interesting or even moderately well-rounded personalities emerge from it, and no compelling relationships emerge between the characters.",2013-05-20,10068,Newsies
Owen Gleiberman,rotten,0104990,Entertainment Weekly,The movie stands as a textbook demonstration of why they don't -- and probably shouldn't -- make 'em like they used to.,2011-09-07,10068,Newsies
Variety Staff,rotten,0104990,Variety,The writers have created cardboard cutouts instead of flesh-and-blood characters.,2008-12-11,10068,Newsies
James Berardinelli,fresh,0104990,ReelViews,"It's a bit of a throwback and a solid family film and, at the time, represented a well-intentioned leap of faith of the sort that studios rarely take.",2008-06-10,10068,Newsies
Joshua Rothkopf,fresh,0104990,Time Out,"If you have a soft spot for feisty, back-talking bambini with cute squints, backwards caps and names like Crutchy, Dutchy and Bumlets, your heart will melt.",2006-01-26,10068,Newsies
Janet Maslin,rotten,0104990,New York Times,"This film's real trouble lies in its joyless, pointless execution.",2003-05-20,10068,Newsies
Roger Ebert,rotten,0104990,Chicago Sun-Times,"Although the material does indeed involve young protagonists, no effort is made to show their lives in a way today's kids can identify with. This movie must seem as odd to them as a foreign film.",2000-01-01,10068,Newsies
Hal Hinson,rotten,0104990,Washington Post,"Its intentions seem fairly modest, and so are its achievements. It's a modestly enjoyable diversion.",2000-01-01,10068,Newsies
Desson Thomson,rotten,0104990,Washington Post,It looks like its own rehearsal -- an early one at that.,2000-01-01,10068,Newsies
Janet Maslin,none,0089731,New York Times,,2003-05-20,9894,One Magic Christmas
Roger Ebert,rotten,0089731,Chicago Sun-Times,,2000-01-01,9894,One Magic Christmas
Dave Kehr,none,0089731,Chicago Reader,,2000-01-01,9894,One Magic Christmas
,rotten,0316396,Time Out,"These ingredients are digitally present and correct, but Hogan fails to inject much excitement into the many boisterous action sequences.",2006-06-24,10329,Peter Pan
Robert Denerstein,fresh,0316396,Denver Rocky Mountain News,,2003-12-27,10329,Peter Pan
Carla Meyer,fresh,0316396,San Francisco Chronicle,A dazzling retelling of the J.M. Barrie tale.,2003-12-26,10329,Peter Pan
Desson Thomson,rotten,0316396,Washington Post,"With only a few exceptions, the performances (and the script) range between dull and mediocre.",2003-12-25,10329,Peter Pan
Ann Hornaday,fresh,0316396,Washington Post,"In this incarnation, Peter is imbued with a greater degree of psychological darkness than before.",2003-12-25,10329,Peter Pan
Mike Clark,rotten,0316396,USA Today,"Familiarity doesn't exactly breed contempt, yet despite the novelty of a real boy as Peter, the movie does engender a listless been-there / eaten-that reaction.",2003-12-25,10329,Peter Pan
Susan Walker,fresh,0316396,Toronto Star,A tribute to the power of good storytelling.,2003-12-25,10329,Peter Pan
Moira MacDonald,fresh,0316396,Seattle Times,Little children may find it a bit scary ... but it's a warmhearted and often magical adventure.,2003-12-25,10329,Peter Pan
Bruce Newman,fresh,0316396,San Jose Mercury News,"If, as you go into the theater, you hear people coming out still chanting 'I do believe in fairies. I do! I do!' do not be alarmed. Soon you will be joining them.",2003-12-25,10329,Peter Pan
Joe Baltake,fresh,0316396,Sacramento Bee,"Hurd-Wood, a newcomer, brings an earnest charm to Wendy. She's letter-perfect in the role.",2003-12-25,10329,Peter Pan
David Hiltbrand,fresh,0316396,Philadelphia Inquirer,Hogan's shimmering vision of Peter Pan is rewardingly sumptuous and faithful.,2003-12-25,10329,Peter Pan
Roger Moore,fresh,0316396,Orlando Sentinel,"It's not completely joyless, as Spielberg's Hook was. And it is not without its laughs and little pleasures.",2003-12-25,10329,Peter Pan
Stephen Whitty,rotten,0316396,Newark Star-Ledger,"What it is lacking is any kind of wonder. True fairy dust is in decidedly short supply and without it, the movie sinks like a cannonball.",2003-12-25,10329,Peter Pan
A.O. Scott,fresh,0316396,New York Times,What distinguishes this Peter Pan from other versions is its unsentimental insight into the terrors and delights of both childhood and growing up.,2003-12-25,10329,Peter Pan
Lou Lumenick,fresh,0316396,New York Post,Sumptuous-looking and engagingly acted.,2003-12-25,10329,Peter Pan
Elizabeth Weitzman,fresh,0316396,New York Daily News,Both enchantingly old-fashioned and daringly modern.,2003-12-25,10329,Peter Pan
Colin Covert,fresh,0316396,Minneapolis Star Tribune,"Every generation deserves its own version of Peter Pan. Until the next one arrives in 2019 or so, this one will do nicely.",2003-12-25,10329,Peter Pan
Lisa Kennedy,fresh,0316396,Denver Post,"Action-fortified, touching and entertaining from its beguiling beginning to its dreamy conclusion.",2003-12-25,10329,Peter Pan
Ty Burr,fresh,0316396,Boston Globe,Has in the young British actress Rachel Hurd-Wood a Wendy for the ages.,2003-12-25,10329,Peter Pan
Rene Rodriguez,rotten,0316396,Miami Herald,"There just isn't enough in the movie, despite its marvelous design, to warrant another visit to this material.",2003-12-25,10329,Peter Pan
Dave Kehr,rotten,0081353,Chicago Reader,"The plotting of this 1980 feature -- outsider in a hostile environment -- is personal to Altman, though few of the feelings survive the clutter.",2007-04-16,10281,Popeye
,rotten,0081353,Variety,"It is more than faint praise to say that Popeye is far, far better than it might have been, considering the treacherous challenge it presented. But avoiding disaster is not necessarily the same as success.",2007-04-16,10281,Popeye
Geoff Andrew,fresh,0081353,Time Out,"You wonder how on earth Altman did it; equally often, you feel you are watching a wacky masterpiece, the like of which you've never seen before.",2006-06-24,10281,Popeye
Roger Ebert,fresh,0081353,Chicago Sun-Times,He takes one of the most artificial and limiting of art forms -- the comic strip -- and raises it to the level of high comedy and high spirits.,2004-10-23,10281,Popeye
Vincent Canby,fresh,0081353,New York Times,"A thoroughly charming, immensely appealing mess of a movie, often high-spirited and witty, occasionally pretentious and flat, sometimes robustly funny and frequently unintelligible.",2004-08-30,10281,Popeye
Variety Staff,rotten,0100477,Variety,This sort-of sequel to the 1977 hit The Rescuers boasts reasonably solid production values and fine character voices. Too bad they're set against such a mediocre story that adults may duck.,2009-03-26,9505,The Rescuers Down Under
,rotten,0100477,Time Out,"As for the animation, computer technology invests contemporary features with sometimes breathtaking dynamism, but outback flora being what it is, this isn't the most colourful Disney movie.",2006-06-24,9505,The Rescuers Down Under
Janet Maslin,rotten,0100477,New York Times,"The film's direction, by Hendel Butoy and Mike Gabriel, is spectacularly inventive even when not fully appropriate to either the film's subject or the very young viewers it can be expected to attract.",2004-08-30,9505,The Rescuers Down Under
Rita Kempley,fresh,0100477,Washington Post,A gorgeously drawn myth made for plucky children and very brave mice.,2000-01-01,9505,The Rescuers Down Under
Roger Ebert,fresh,0100477,Chicago Sun-Times,"The flight sequence and many of the other action scenes in this new Disney animated feature create an exhilaration and freedom that are liberating. And the rest of the story is fun, too.",2000-01-01,9505,The Rescuers Down Under
,fresh,0100477,Entertainment Weekly,"Carries its ambitions with an easy grace, expanding the art of animation to fresh ground without losing sight of the silly fun we love cartoons for.",1990-11-16,9505,The Rescuers Down Under
Variety Staff,fresh,0076618,Variety,"Four years of work were invested on this $7.5 million production and the expense, care, and expertise shows.",2008-09-03,9422,The Rescuers
,rotten,0076618,Time Out,"The people who really need rescuing are the Disney animators and storymen, who seem uncertain whether to keep up the old studio traditions of cute characters and plush settings, or to branch out into contemporary urban satire.",2006-02-09,9422,The Rescuers
Vincent Canby,fresh,0076618,New York Times,"Efficiently short, charming, mildly scary in unimportant ways, and occasionally very funny.",2005-05-09,9422,The Rescuers
Dave Kehr,fresh,0076618,Chicago Reader,"The Walt Disney animators returned to top form with this beautifully crafted and wonderfully expressive cartoon feature, the first major work to come out of the Disney studios in a decade.",2000-01-01,9422,The Rescuers
Joshua Rothkopf,fresh,1075417,Time Out,,2011-11-18,770685949,Race to Witch Mountain
Christine Champ,fresh,1075417,Film.com,,2011-05-06,770685949,Race to Witch Mountain
Alissa Simon,none,1075417,Variety,,2011-02-14,770685949,Race to Witch Mountain
Roger Moore,fresh,1075417,Orlando Sentinel,Race to Witch Mountain is the first kids' film in ages to have action beats that measure up to Hollywood's grownup action fare.,2009-05-13,770685949,Race to Witch Mountain
Trevor Johnston,rotten,1075417,Time Out,"It's pacy all right, but glib and uninvolving for grown-ups, though perhaps furnished with enough in the way of spaceships, lasers and digital explosions to pacify undemanding little 'uns of an afternoon.",2009-04-09,770685949,Race to Witch Mountain
Clark Collis,fresh,1075417,Entertainment Weekly,"The planet-hopping children have special talents -- telekinesis, telepathy etc. -- although it is the high-wattage lovability of Mr. Rock that's the real superpower on display here.",2009-03-18,770685949,Race to Witch Mountain
Joshua Rothkopf,fresh,1075417,Time Out New York,These blond space children (Ludwig and Bridge to Terabithia's Robb) are persuasively otherworldly -- and the movie makes room for sympathetic cameos from Kim Richards and Ike Eisenmann of the first go-round.,2009-03-18,770685949,Race to Witch Mountain
Ben Lyons,rotten,1075417,At the Movies,There is so much in this film that needed to be tweaked and enhanced to really make it special.,2009-03-16,770685949,Race to Witch Mountain
Ben Mankiewicz,rotten,1075417,At the Movies,I think most kids and certainly most adults are going to find themselves bored.,2009-03-16,770685949,Race to Witch Mountain
Jan Stuart,fresh,1075417,Washington Post,"The movie has Johnson, who lifts the script above its conventional cat-and-mouse stratagems with his buoyant wiseacre timing.",2009-03-13,770685949,Race to Witch Mountain
