Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
SUMNER REGIONAL MEDICAL CENTER,440003,TN,READM-30-HIP-KNEE-HRRP,Not Available,,0.9517,4.5,4.7,,07/01/2010,06/30/2013
FLOWER HOSPITAL,360074,OH,READM-30-HIP-KNEE-HRRP,Not Available,,0.9517,5.1,5.4,,07/01/2010,06/30/2013
ASHLEY REGIONAL MEDICAL CENTER,460030,UT,READM-30-PN-HRRP,Not Available,,0.9517,12.7,13.4,,07/01/2010,06/30/2013
POUDRE VALLEY HOSPITAL,060010,CO,READM-30-COPD-HRRP,279,,0.9517,18.9,19.8,49,07/01/2010,06/30/2013
NORTH HILLS HOSPITAL,450087,TX,READM-30-HF-HRRP,354,,0.9517,22.9,24.0,78,07/01/2010,06/30/2013
ARKANSAS HEART HOSPITAL,040134,AR,READM-30-AMI-HRRP,632,,0.9517,14.6,15.4,90,07/01/2010,06/30/2013
MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,520070,WI,READM-30-COPD-HRRP,257,,0.9517,18.9,19.9,45,07/01/2010,06/30/2013
NEWMAN MEMORIAL HOSPITAL,370007,OK,READM-30-PN-HRRP,Not Available,,0.9517,14.0,14.7,,07/01/2010,06/30/2013
HILLCREST HOSPITAL,360230,OH,READM-30-AMI-HRRP,373,,0.9516,17.3,18.2,62,07/01/2010,06/30/2013
EDWARD HOSPITAL,140231,IL,READM-30-COPD-HRRP,692,,0.9516,19.9,20.9,134,07/01/2010,06/30/2013
INSPIRA MEDICAL CENTER ELMER,310069,NJ,READM-30-COPD-HRRP,257,,0.9516,20.1,21.1,48,07/01/2010,06/30/2013
UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,520098,WI,READM-30-PN-HRRP,402,,0.9516,16.2,17.0,62,07/01/2010,06/30/2013
OLMSTED MEDICAL CENTER,240006,MN,READM-30-PN-HRRP,Not Available,,0.9516,13.4,14.0,,07/01/2010,06/30/2013
PLAINVIEW HOSPITAL,330331,NY,READM-30-HF-HRRP,596,,0.9515,21.5,22.6,125,07/01/2010,06/30/2013
BAPTIST MEDICAL CENTER - NASSAU,100140,FL,READM-30-COPD-HRRP,161,,0.9515,18.4,19.3,26,07/01/2010,06/30/2013
WESTERLY HOSPITAL,410013,RI,READM-30-PN-HRRP,294,,0.9515,15.3,16.0,42,07/01/2010,06/30/2013
INOVA LOUDOUN HOSPITAL,490043,VA,READM-30-AMI-HRRP,182,,0.9515,15.2,15.9,25,07/01/2010,06/30/2013
BAPTIST HEALTH LOUISVILLE,180130,KY,READM-30-AMI-HRRP,652,,0.9515,15.7,16.5,100,07/01/2010,06/30/2013
SANFORD MEDICAL CENTER BISMARCK,350015,ND,READM-30-AMI-HRRP,169,,0.9514,15.1,15.9,23,07/01/2010,06/30/2013
DEKALB HEALTH,150045,IN,READM-30-HF-HRRP,97,,0.9514,19.4,20.4,16,07/01/2010,06/30/2013
POMERENE HOSPITAL,360148,OH,READM-30-COPD-HRRP,Not Available,,0.9514,17.4,18.3,,07/01/2010,06/30/2013
BAPTIST HOSPITAL,100093,FL,READM-30-PN-HRRP,294,,0.9514,17.4,18.2,48,07/01/2010,06/30/2013
YUMA REGIONAL MEDICAL CENTER,030013,AZ,READM-30-HIP-KNEE-HRRP,633,,0.9514,5.2,5.5,32,07/01/2010,06/30/2013
ST CATHERINE HOSPITAL,170023,KS,READM-30-COPD-HRRP,Not Available,,0.9514,16.0,16.8,,07/01/2010,06/30/2013
REID HOSPITAL & HEALTH CARE SERVICES,150048,IN,READM-30-COPD-HRRP,607,,0.9513,20.4,21.4,120,07/01/2010,06/30/2013
VALLEY REGIONAL MEDICAL CENTER,450662,TX,READM-30-HIP-KNEE-HRRP,Not Available,,0.9513,5.0,5.2,,07/01/2010,06/30/2013
SOUTH TEXAS REGIONAL MEDICAL CENTER,450165,TX,READM-30-PN-HRRP,225,,0.9513,15.5,16.3,32,07/01/2010,06/30/2013
MEMORIAL HOSPITAL,450508,TX,READM-30-AMI-HRRP,Not Available,,0.9512,14.6,15.4,,07/01/2010,06/30/2013
BAPTIST HOSPITAL OF MIAMI INC,100008,FL,READM-30-COPD-HRRP,671,,0.9512,22.6,23.8,148,07/01/2010,06/30/2013
JUPITER MEDICAL CENTER,100253,FL,READM-30-COPD-HRRP,508,,0.9512,20.2,21.3,99,07/01/2010,06/30/2013
PARK PLAZA HOSPITAL,450659,TX,READM-30-HF-HRRP,173,,0.9512,21.9,23.1,35,07/01/2010,06/30/2013
UNIVERSITY OF MISSOURI HEALTH CARE,260141,MO,READM-30-HF-HRRP,268,,0.9512,22.0,23.1,56,07/01/2010,06/30/2013
MOSES TAYLOR HOSPITAL,390119,PA,READM-30-AMI-HRRP,Not Available,,0.9512,21.7,22.8,,07/01/2010,06/30/2013
CHRISTUS HOSPITAL,450034,TX,READM-30-PN-HRRP,600,,0.9511,16.2,17.0,94,07/01/2010,06/30/2013
INTEGRIS BAPTIST MEDICAL CENTER,370028,OK,READM-30-AMI-HRRP,629,,0.9511,15.0,15.8,92,07/01/2010,06/30/2013
NORTH HILLS HOSPITAL,450087,TX,READM-30-AMI-HRRP,145,,0.9511,17.8,18.7,23,07/01/2010,06/30/2013
WENTWORTH-DOUGLASS HOSPITAL,300018,NH,READM-30-COPD-HRRP,439,,0.9511,20.9,22.0,88,07/01/2010,06/30/2013
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-COPD-HRRP,Not Available,,0.9511,16.7,17.6,,07/01/2010,06/30/2013
ST JOSEPH MERCY OAKLAND,230029,MI,READM-30-HF-HRRP,995,,0.9510,23.6,24.8,232,07/01/2010,06/30/2013
ST CLARE HOSPITAL,520057,WI,READM-30-PN-HRRP,160,,0.9510,14.9,15.7,21,07/01/2010,06/30/2013
BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE,450563,TX,READM-30-COPD-HRRP,319,,0.9510,20.9,22.0,63,07/01/2010,06/30/2013
CASTLE MEDICAL CENTER,120006,HI,READM-30-COPD-HRRP,103,,0.9510,18.1,19.0,15,07/01/2010,06/30/2013
SIERRA NEVADA MEMORIAL HOSPITAL,050150,CA,READM-30-AMI-HRRP,95,,0.9510,19.8,20.8,16,07/01/2010,06/30/2013
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,490057,VA,READM-30-AMI-HRRP,331,,0.9509,14.7,15.4,46,07/01/2010,06/30/2013
SAINT VINCENT MEDICAL CENTER,050502,CA,READM-30-HF-HRRP,481,,0.9509,22.2,23.4,104,07/01/2010,06/30/2013
PROVIDENCE MEDICAL CENTER,170146,KS,READM-30-HIP-KNEE-HRRP,274,,0.9509,4.7,4.9,12,07/01/2010,06/30/2013
DECATUR MORGAN HOSPITAL-PARKWAY CAMPUS,010054,AL,READM-30-HIP-KNEE-HRRP,Not Available,,0.9508,5.0,5.3,,07/01/2010,06/30/2013
BAYHEALTH - KENT GENERAL HOSPITAL,080004,DE,READM-30-HF-HRRP,680,,0.9508,21.8,22.9,145,07/01/2010,06/30/2013
OCALA REGIONAL MEDICAL CENTER,100212,FL,READM-30-PN-HRRP,679,,0.9508,16.6,17.5,110,07/01/2010,06/30/2013
GREENWOOD LEFLORE HOSPITAL,250099,MS,READM-30-HIP-KNEE-HRRP,Not Available,,0.9508,4.4,4.6,,07/01/2010,06/30/2013
HARDIN MEDICAL CENTER,440109,TN,READM-30-COPD-HRRP,Not Available,,0.9508,20.6,21.7,,07/01/2010,06/30/2013
BAYSTATE MEDICAL CENTER,220077,MA,READM-30-PN-HRRP,886,,0.9508,17.3,18.2,150,07/01/2010,06/30/2013
VALLEY REGIONAL MEDICAL CENTER,450662,TX,READM-30-COPD-HRRP,330,,0.9508,19.6,20.6,61,07/01/2010,06/30/2013
CAPE CANAVERAL HOSPITAL,100177,FL,READM-30-HF-HRRP,249,,0.9507,21.3,22.4,50,07/01/2010,06/30/2013
"DUNCAN REGIONAL HOSPITAL, INC",370023,OK,READM-30-HF-HRRP,241,,0.9507,20.7,21.8,47,07/01/2010,06/30/2013
ADVOCATE CONDELL MEDICAL CENTER,140202,IL,READM-30-AMI-HRRP,351,,0.9507,16.2,17.0,54,07/01/2010,06/30/2013
NORTHRIDGE HOSPITAL MEDICAL CENTER,050116,CA,READM-30-AMI-HRRP,288,,0.9507,18.7,19.6,51,07/01/2010,06/30/2013
COFFEY COUNTY HOSPITAL,170094,KS,READM-30-HIP-KNEE-HRRP,Not Available,,0.9507,4.4,4.6,,07/01/2010,06/30/2013
THE NEBRASKA MEDICAL CENTER,280013,NE,READM-30-COPD-HRRP,293,,0.9507,20.1,21.1,55,07/01/2010,06/30/2013
"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC",170200,KS,READM-30-HIP-KNEE-HRRP,Not Available,,0.9507,4.2,4.4,,07/01/2010,06/30/2013
WILLIS KNIGHTON BOSSIER HEALTH CENTER,190236,LA,READM-30-AMI-HRRP,143,,0.9507,15.2,15.9,19,07/01/2010,06/30/2013
NOVANT HEALTH FORSYTH MEDICAL CENTER,340014,NC,READM-30-PN-HRRP,994,,0.9506,16.8,17.7,164,07/01/2010,06/30/2013
CALDWELL MEMORIAL HOSPITAL,190190,LA,READM-30-HF-HRRP,121,,0.9506,22.3,23.5,24,07/01/2010,06/30/2013
PRESBYTERIAN ST LUKES MEDICAL CENTER,060014,CO,READM-30-PN-HRRP,113,,0.9506,16.9,17.7,16,07/01/2010,06/30/2013
MC DONOUGH DISTRICT HOSPITAL,140089,IL,READM-30-PN-HRRP,207,,0.9506,15.0,15.7,28,07/01/2010,06/30/2013
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,440020,TN,READM-30-PN-HRRP,111,,0.9505,15.3,16.1,14,07/01/2010,06/30/2013
ST MARY'S HOSPITAL AT AMSTERDAM,330047,NY,READM-30-COPD-HRRP,264,,0.9505,21.5,22.7,53,07/01/2010,06/30/2013
LECONTE MEDICAL CENTER,440081,TN,READM-30-HF-HRRP,141,,0.9505,19.8,20.8,25,07/01/2010,06/30/2013
METHODIST CHARLTON MEDICAL CENTER,450723,TX,READM-30-COPD-HRRP,585,,0.9505,20.6,21.7,117,07/01/2010,06/30/2013
LOVELACE REGIONAL HOSPITAL - ROSWELL,320086,NM,READM-30-HIP-KNEE-HRRP,Not Available,,0.9505,4.5,4.7,,07/01/2010,06/30/2013
ST FRANCIS HOSPITAL & MEDICAL CENTER,070002,CT,READM-30-PN-HRRP,836,,0.9505,16.4,17.2,134,07/01/2010,06/30/2013
EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,180048,KY,READM-30-HIP-KNEE-HRRP,Not Available,,0.9505,5.1,5.4,,07/01/2010,06/30/2013
PHELPS COUNTY REGIONAL MEDICAL CENTER,260017,MO,READM-30-AMI-HRRP,81,,0.9505,19.5,20.5,13,07/01/2010,06/30/2013
FRANCISCAN ST ELIZABETH HEALTH - CRAWFORDSVILLE,150022,IN,READM-30-COPD-HRRP,163,,0.9505,16.3,17.1,23,07/01/2010,06/30/2013
DOCTORS HOSPITAL AT RENAISSANCE,450869,TX,READM-30-AMI-HRRP,341,,0.9504,17.8,18.8,58,07/01/2010,06/30/2013
EASTSIDE MEDICAL CENTER,110192,GA,READM-30-AMI-HRRP,110,,0.9504,18.0,18.9,17,07/01/2010,06/30/2013
JOHNSTON HEALTH,340090,NC,READM-30-COPD-HRRP,485,,0.9504,19.3,20.3,90,07/01/2010,06/30/2013
ST CLARES HOSPITAL OF WESTON,520202,WI,READM-30-COPD-HRRP,87,,0.9504,19.2,20.2,13,07/01/2010,06/30/2013
GREENVILLE REGIONAL HOSPITAL,140137,IL,READM-30-PN-HRRP,111,,0.9504,16.2,17.1,15,07/01/2010,06/30/2013
UNIVERSITY OF IOWA HOSPITAL & CLINICS,160058,IA,READM-30-HIP-KNEE-HRRP,442,,0.9504,5.2,5.5,22,07/01/2010,06/30/2013
VALLEY GENERAL HOSPITAL,500084,WA,READM-30-HIP-KNEE-HRRP,Not Available,,0.9503,4.3,4.5,,07/01/2010,06/30/2013
GWINNETT MEDICAL CENTER,110087,GA,READM-30-PN-HRRP,838,,0.9503,17.2,18.1,141,07/01/2010,06/30/2013
LUBBOCK HEART HOSPITAL LP,450876,TX,READM-30-COPD-HRRP,133,,0.9503,20.1,21.2,23,07/01/2010,06/30/2013
NOVANT HEALTH PRINCE WILLIAM MEDICAL CENTER,490045,VA,READM-30-PN-HRRP,376,,0.9503,15.4,16.2,55,07/01/2010,06/30/2013
ST LUKE'S SUGAR LAND HOSPITAL,670053,TX,READM-30-HF-HRRP,93,,0.9503,21.5,22.6,17,07/01/2010,06/30/2013
LEGACY MOUNT HOOD MEDICAL CENTER,380025,OR,READM-30-HF-HRRP,126,,0.9503,19.8,20.8,22,07/01/2010,06/30/2013
EPHRATA COMMUNITY HOSPITAL,390225,PA,READM-30-AMI-HRRP,Not Available,,0.9503,19.6,20.6,,07/01/2010,06/30/2013
ST BERNARDINE MEDICAL CENTER,050129,CA,READM-30-PN-HRRP,264,,0.9503,18.2,19.2,45,07/01/2010,06/30/2013
DESERT VALLEY HOSPITAL,050709,CA,READM-30-HIP-KNEE-HRRP,Not Available,,0.9503,5.6,5.9,,07/01/2010,06/30/2013
NESHOBA COUNTY GENERAL HOSPITAL,250043,MS,READM-30-PN-HRRP,147,,0.9502,13.5,14.3,17,07/01/2010,06/30/2013
TOURO INFIRMARY,190046,LA,READM-30-HF-HRRP,313,,0.9502,21.4,22.5,64,07/01/2010,06/30/2013
ST LUKE'S MINERS MEMORIAL HOSPITAL,390183,PA,READM-30-HF-HRRP,190,,0.9502,21.6,22.7,38,07/01/2010,06/30/2013
SUNBURY COMMUNITY HOSPITAL,390084,PA,READM-30-HIP-KNEE-HRRP,Not Available,,0.9502,5.3,5.6,,07/01/2010,06/30/2013
NASH GENERAL HOSPITAL,340147,NC,READM-30-HIP-KNEE-HRRP,354,,0.9501,4.8,5.0,16,07/01/2010,06/30/2013
ST JOSEPHS MEDICAL CENTER OF STOCKTON,050084,CA,READM-30-AMI-HRRP,328,,0.9501,15.8,16.6,49,07/01/2010,06/30/2013
SOUTHWESTERN MEDICAL CENTER,370097,OK,READM-30-HIP-KNEE-HRRP,Not Available,,0.9501,5.3,5.6,,07/01/2010,06/30/2013
MERCY HOSPITAL CLERMONT,360236,OH,READM-30-HF-HRRP,190,,0.9501,21.6,22.7,38,07/01/2010,06/30/2013
LOGAN REGIONAL HOSPITAL,460015,UT,READM-30-AMI-HRRP,Not Available,,0.9501,14.1,14.8,,07/01/2010,06/30/2013
VICTOR VALLEY GLOBAL MEDICAL CENTER,050517,CA,READM-30-HIP-KNEE-HRRP,Not Available,,0.9501,5.3,5.6,,07/01/2010,06/30/2013
ST JOSEPH MEDICAL CENTER,500108,WA,READM-30-PN-HRRP,277,,0.9501,17.7,18.7,46,07/01/2010,06/30/2013
AURORA MEDICAL CENTER,520206,WI,READM-30-AMI-HRRP,Not Available,,0.9501,14.8,15.6,,07/01/2010,06/30/2013
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-HF-HRRP,117,,0.9500,20.5,21.5,21,07/01/2010,06/30/2013
NOVANT HEALTH ROWAN MEDICAL CENTER,340015,NC,READM-30-HIP-KNEE-HRRP,411,,0.9500,4.6,4.8,18,07/01/2010,06/30/2013
ODESSA REGIONAL HOSPITAL,450661,TX,READM-30-HF-HRRP,199,,0.9500,19.5,20.6,36,07/01/2010,06/30/2013
RIVERVIEW HOSPITAL,150059,IN,READM-30-AMI-HRRP,110,,0.9500,16.1,16.9,15,07/01/2010,06/30/2013
ABILENE REGIONAL MEDICAL CENTER,450558,TX,READM-30-COPD-HRRP,216,,0.9499,19.3,20.4,38,07/01/2010,06/30/2013
HARDIN MEDICAL CENTER,440109,TN,READM-30-PN-HRRP,268,,0.9499,15.7,16.5,39,07/01/2010,06/30/2013
BROWNWOOD REGIONAL MEDICAL CENTER,450587,TX,READM-30-PN-HRRP,416,,0.9499,16.1,17.0,64,07/01/2010,06/30/2013
MERCY HOSPITAL - GRAYLING,230058,MI,READM-30-AMI-HRRP,Not Available,,0.9499,19.0,20.0,,07/01/2010,06/30/2013
RIVERSIDE MEDICAL CENTER,140186,IL,READM-30-COPD-HRRP,551,,0.9499,21.0,22.1,112,07/01/2010,06/30/2013
"MEMORIAL HEALTHCARE SYSTEM, INC",440091,TN,READM-30-AMI-HRRP,934,,0.9499,14.3,15.1,131,07/01/2010,06/30/2013
ST LUKE'S MEDICAL CENTER,030037,AZ,READM-30-PN-HRRP,Not Available,,0.9499,14.5,15.3,,07/01/2010,06/30/2013
DELRAY MEDICAL CENTER,100258,FL,READM-30-PN-HRRP,879,,0.9499,16.3,17.1,140,07/01/2010,06/30/2013
UNIVERSITY OF KANSAS HOSPITAL,170040,KS,READM-30-HIP-KNEE-HRRP,243,,0.9498,5.3,5.6,12,07/01/2010,06/30/2013
FRESNO HEART AND SURGICAL HOSPITAL,050732,CA,READM-30-AMI-HRRP,Not Available,,0.9498,16.5,17.3,,07/01/2010,06/30/2013
BANNER DESERT MEDICAL CENTER,030065,AZ,READM-30-HIP-KNEE-HRRP,262,,0.9498,4.5,4.8,11,07/01/2010,06/30/2013
ST JOSEPH HOSPITAL,050069,CA,READM-30-HF-HRRP,488,,0.9498,21.1,22.2,100,07/01/2010,06/30/2013
AUGUSTA HEALTH,490018,VA,READM-30-PN-HRRP,501,,0.9498,16.8,17.7,81,07/01/2010,06/30/2013
COLUMBUS REGIONAL HEALTHCARE SYSTEM,340068,NC,READM-30-PN-HRRP,306,,0.9498,18.0,19.0,52,07/01/2010,06/30/2013
MARION REGIONAL MEDICAL CENTER,010044,AL,READM-30-HF-HRRP,Not Available,,0.9498,20.6,21.7,,07/01/2010,06/30/2013
WETZEL COUNTY HOSPITAL,510072,WV,READM-30-PN-HRRP,169,,0.9498,16.0,16.8,24,07/01/2010,06/30/2013
NORTH HAWAII COMMUNITY HOSPITAL,120028,HI,READM-30-PN-HRRP,Not Available,,0.9497,12.2,12.9,,07/01/2010,06/30/2013
FORT HAMILTON HUGHES MEMORIAL HOSPITAL,360132,OH,READM-30-AMI-HRRP,110,,0.9497,17.1,18.0,16,07/01/2010,06/30/2013
CHEYENNE REGIONAL MEDICAL CENTER,530014,WY,READM-30-COPD-HRRP,455,,0.9496,18.9,19.9,82,07/01/2010,06/30/2013
OCHSNER MEDICAL CENTER-KENNER LLC,190274,LA,READM-30-AMI-HRRP,97,,0.9496,17.3,18.3,14,07/01/2010,06/30/2013
MERCY TIFFIN HOSPITAL,360089,OH,READM-30-COPD-HRRP,169,,0.9496,18.2,19.2,27,07/01/2010,06/30/2013
UNIVERSITY OF MISSOURI HEALTH CARE,260141,MO,READM-30-HIP-KNEE-HRRP,537,,0.9496,5.4,5.7,28,07/01/2010,06/30/2013
AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,430016,SD,READM-30-AMI-HRRP,94,,0.9496,15.7,16.5,12,07/01/2010,06/30/2013
ST BERNARDS MEDICAL CENTER,040020,AR,READM-30-COPD-HRRP,688,,0.9496,18.4,19.4,123,07/01/2010,06/30/2013
ST MARY'S HOSPITAL,110006,GA,READM-30-AMI-HRRP,112,,0.9496,14.0,14.7,13,07/01/2010,06/30/2013
BON SECOURS ST FRANCIS MEDICAL CENTER,490136,VA,READM-30-HF-HRRP,460,,0.9496,20.4,21.5,91,07/01/2010,06/30/2013
ST FRANCIS HOSPITAL,440183,TN,READM-30-AMI-HRRP,232,,0.9496,15.8,16.7,34,07/01/2010,06/30/2013
ST JOSEPH MEDICAL CENTER,450035,TX,READM-30-AMI-HRRP,Not Available,,0.9495,16.9,17.8,,07/01/2010,06/30/2013
BELLEVUE HOSPITAL,360107,OH,READM-30-PN-HRRP,160,,0.9495,16.3,17.2,23,07/01/2010,06/30/2013
CALDWELL MEMORIAL HOSPITAL,340041,NC,READM-30-PN-HRRP,298,,0.9495,17.2,18.1,48,07/01/2010,06/30/2013
MISSISSIPPI BAPTIST MEDICAL CENTER,250102,MS,READM-30-HIP-KNEE-HRRP,1588,,0.9494,4.8,5.1,76,07/01/2010,06/30/2013
FINLEY HOSPITAL,160117,IA,READM-30-PN-HRRP,289,,0.9494,15.9,16.8,43,07/01/2010,06/30/2013
DOCTORS HOSPITAL AT RENAISSANCE,450869,TX,READM-30-COPD-HRRP,351,,0.9494,19.6,20.7,65,07/01/2010,06/30/2013
ST JOSEPHS HOSPITAL,140145,IL,READM-30-HF-HRRP,96,,0.9494,18.7,19.7,15,07/01/2010,06/30/2013
TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,670068,TX,READM-30-HIP-KNEE-HRRP,Not Available,,0.9494,4.3,4.6,,07/01/2010,06/30/2013
SOUTH LAKE HOSPITAL,100051,FL,READM-30-AMI-HRRP,156,,0.9494,16.5,17.4,23,07/01/2010,06/30/2013
FAIRVIEW NORTHLAND REGIONAL HOSPITAL,240141,MN,READM-30-PN-HRRP,Not Available,,0.9494,14.5,15.3,,07/01/2010,06/30/2013
REDMOND REGIONAL MEDICAL CENTER,110168,GA,READM-30-HF-HRRP,919,,0.9494,21.2,22.4,192,07/01/2010,06/30/2013
PROVIDENCE TARZANA MEDICAL CENTER,050761,CA,READM-30-AMI-HRRP,227,,0.9494,18.0,18.9,38,07/01/2010,06/30/2013
DAUTERIVE HOSPITAL,190003,LA,READM-30-PN-HRRP,79,,0.9494,17.9,18.8,11,07/01/2010,06/30/2013
WENTWORTH-DOUGLASS HOSPITAL,300018,NH,READM-30-HF-HRRP,433,,0.9494,22.7,23.9,95,07/01/2010,06/30/2013
LAKEVIEW REGIONAL MEDICAL CENTER,190177,LA,READM-30-HF-HRRP,230,,0.9494,23.1,24.3,50,07/01/2010,06/30/2013
MERCY MEMORIAL HOSPITAL SYSTEM,230099,MI,READM-30-COPD-HRRP,614,,0.9494,20.7,21.8,123,07/01/2010,06/30/2013
GROSSMONT HOSPITAL,050026,CA,READM-30-HIP-KNEE-HRRP,475,,0.9493,5.0,5.3,23,07/01/2010,06/30/2013
SAINT MARYS HOSPITAL,070016,CT,READM-30-HF-HRRP,496,,0.9493,21.4,22.5,103,07/01/2010,06/30/2013
UPMC HAMOT,390063,PA,READM-30-HIP-KNEE-HRRP,323,,0.9493,5.6,5.9,17,07/01/2010,06/30/2013
UNITED HOSPITAL,240038,MN,READM-30-PN-HRRP,236,,0.9493,14.4,15.2,31,07/01/2010,06/30/2013
OWENSBORO HEALTH REGIONAL HOSPITAL,180038,KY,READM-30-COPD-HRRP,755,,0.9493,20.8,21.9,153,07/01/2010,06/30/2013
UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,520098,WI,READM-30-HF-HRRP,498,,0.9493,21.5,22.6,104,07/01/2010,06/30/2013
FROEDTERT MEMORIAL LUTHERAN HOSPITAL,520177,WI,READM-30-HF-HRRP,562,,0.9493,22.1,23.3,121,07/01/2010,06/30/2013
KENMORE MERCY HOSPITAL,330102,NY,READM-30-COPD-HRRP,202,,0.9492,19.7,20.8,36,07/01/2010,06/30/2013
HEART HOSPITAL OF LAFAYETTE,190263,LA,READM-30-HF-HRRP,215,,0.9492,20.9,22.1,42,07/01/2010,06/30/2013
INTEGRIS SOUTHWEST MEDICAL CENTER,370106,OK,READM-30-AMI-HRRP,223,,0.9492,16.0,16.9,33,07/01/2010,06/30/2013
ST MARY'S MEDICAL CENTER,260193,MO,READM-30-HF-HRRP,158,,0.9492,20.9,22.0,30,07/01/2010,06/30/2013
MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,520002,WI,READM-30-AMI-HRRP,Not Available,,0.9492,20.4,21.5,,07/01/2010,06/30/2013
MCALESTER REGIONAL HEALTH CENTER,370034,OK,READM-30-COPD-HRRP,266,,0.9492,19.1,20.1,47,07/01/2010,06/30/2013
PHOENIX BAPTIST HOSPITAL,030030,AZ,READM-30-AMI-HRRP,187,,0.9492,15.4,16.2,26,07/01/2010,06/30/2013
PROVIDENCE ST MARY MEDICAL CENTER,500002,WA,READM-30-AMI-HRRP,Not Available,,0.9491,17.1,18.0,,07/01/2010,06/30/2013
PUTNAM COMMUNITY MEDICAL CENTER,100232,FL,READM-30-PN-HRRP,252,,0.9491,17.1,18.0,40,07/01/2010,06/30/2013
DIXIE REGIONAL MEDICAL CENTER,460021,UT,READM-30-COPD-HRRP,190,,0.9491,17.2,18.1,29,07/01/2010,06/30/2013
LAFAYETTE SURGICAL SPECIALTY HOSPITAL,190259,LA,READM-30-HIP-KNEE-HRRP,Not Available,,0.9491,4.8,5.1,,07/01/2010,06/30/2013
MEMORIAL HOSPITAL & PHYSICIAN GROUP,370051,OK,READM-30-HF-HRRP,64,,0.9491,22.0,23.2,11,07/01/2010,06/30/2013
BILLINGS CLINIC HOSPITAL,270004,MT,READM-30-COPD-HRRP,323,,0.9491,18.2,19.2,55,07/01/2010,06/30/2013
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-PN-HRRP,148,,0.9491,15.6,16.4,20,07/01/2010,06/30/2013
UNITED MEMORIAL MEDICAL CENTER,330073,NY,READM-30-AMI-HRRP,Not Available,,0.9491,20.2,21.3,,07/01/2010,06/30/2013
SAINT LUKES NORTHLAND HOSPITAL,260062,MO,READM-30-HF-HRRP,249,,0.9491,20.1,21.2,47,07/01/2010,06/30/2013
PEACHEALTH ST JOHN MEDICAL CENTER,500041,WA,READM-30-HF-HRRP,246,,0.9490,21.2,22.3,49,07/01/2010,06/30/2013
ST CLARE HOSPITAL,520057,WI,READM-30-HIP-KNEE-HRRP,Not Available,,0.9490,4.7,4.9,,07/01/2010,06/30/2013
ST MARY'S MEDICAL CENTER,050457,CA,READM-30-HF-HRRP,307,,0.9490,20.9,22.0,61,07/01/2010,06/30/2013
SAMARITAN HOSPITAL,500033,WA,READM-30-HF-HRRP,81,,0.9490,21.0,22.2,14,07/01/2010,06/30/2013
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,330185,NY,READM-30-PN-HRRP,534,,0.9490,17.3,18.2,89,07/01/2010,06/30/2013
ASPIRUS WAUSAU HOSPITAL,520030,WI,READM-30-COPD-HRRP,302,,0.9490,20.5,21.6,58,07/01/2010,06/30/2013
DISTRICT ONE HOSPITAL,240071,MN,READM-30-PN-HRRP,Not Available,,0.9490,15.4,16.2,,07/01/2010,06/30/2013
CHILTON MEDICAL CENTER,310017,NJ,READM-30-PN-HRRP,590,,0.9489,15.1,15.9,86,07/01/2010,06/30/2013
MERCY GILBERT MEDICAL CENTER,030119,AZ,READM-30-AMI-HRRP,101,,0.9489,16.6,17.5,14,07/01/2010,06/30/2013
OCONEE MEDICAL CENTER,420009,SC,READM-30-HF-HRRP,348,,0.9489,20.1,21.2,67,07/01/2010,06/30/2013
ST JUDE MEDICAL CENTER,050168,CA,READM-30-PN-HRRP,405,,0.9489,16.6,17.5,64,07/01/2010,06/30/2013
SOUTH TEXAS REGIONAL MEDICAL CENTER,450165,TX,READM-30-COPD-HRRP,100,,0.9488,18.8,19.8,15,07/01/2010,06/30/2013
RIVERSIDE REGIONAL MEDICAL CENTER,490052,VA,READM-30-PN-HRRP,351,,0.9488,16.3,17.2,54,07/01/2010,06/30/2013
PIH HOSPITAL - DOWNEY,050393,CA,READM-30-PN-HRRP,211,,0.9488,17.2,18.1,33,07/01/2010,06/30/2013
DEKALB HEALTH,150045,IN,READM-30-PN-HRRP,162,,0.9488,14.2,15.0,20,07/01/2010,06/30/2013
TRIDENT MEDICAL CENTER,420079,SC,READM-30-AMI-HRRP,296,,0.9488,15.5,16.3,43,07/01/2010,06/30/2013
